,0
5974,[[11.9  13.23 28.59 60.47 63.73 97.41]]
5975,[[27.29 37.32 37.88 64.23 75.79 92.6 ]]
5976,[[30.64 55.28 57.13 63.06 89.5 ]]
5977,[[12.85 45.72 81.54 97.36]]
5978,[[20.73 34.93 56.03 65.41 73.71]]
5979,[[10.96 24.78 56.08 62.53 67.44 78.9 ]]
5980,[[52.82 55.23 60.43 80.01]]
5981,[[22.56 31.63 41.64 44.63 62.33 73.42]]
5982,[[ 4.63 22.39 58.89 87.13 88.35 95.27]]
5983,[[10.71 14.23 21.69 50.49 62.93 79.59]]
5984,[[10.01 19.81 50.8  63.02 71.44 95.71]]
5985,[[46.91 50.76 67.81 68.59 99.3  99.79]]
5986,[[ 9.82 46.48 66.73 83.96 96.61]]
5987,[[33.84 75.11 94.86]]
5988,[[15.45 18.59 90.65]]
5989,[[13.75 60.44]]
5990,[[26.9  38.69 43.43 45.61 85.73 90.52]]
5991,[[43.47 89.31]]
5992,[[ 4.08 39.12 94.53 99.85]]
5993,[[ 0.8  37.3  52.52 85.1 ]]
5994,[[42.81 78.21 79.16]]
5995,[[34.81 60.97]]
5996,[[22.95 33.39 79.56]]
5997,[[21.24 21.37 28.86 48.69 60.54 72.23]]
5998,[[ 5.49 98.42]]
5999,[[31.74 44.51 72.96 85.71 91.21]]
6000,[[39.88 62.05]]
6001,[[11.71 12.78 29.89 29.94 61.98]]
6002,[[ 7.86 26.57 32.18 44.9  81.88 93.25]]
6003,[[33.61 67.02]]
6004,[[49.9  66.37 75.13]]
6005,[[45.46 45.73 56.23 56.73]]
6006,[[11.5  57.43]]
6007,[[23.97 31.97 34.29 47.57 56.9 ]]
6008,[[10.68 71.23 86.43]]
6009,[[39.55 55.53 84.68 97.7 ]]
6010,[[11.29 82.01]]
6011,[[10.08 11.04 54.13 55.81 60.59 74.29]]
6012,[[25.08 69.35 96.68]]
6013,[[28.55 36.12 42.3  70.13 90.85 91.12]]
6014,[[38.62 62.56 64.27]]
6015,[[41.   93.01 95.75]]
6016,[[ 1.68 94.66]]
6017,[[59.99 63.88]]
6018,[[20.71 23.33]]
6019,[[24.33 27.68]]
6020,[[22.39 85.99]]
6021,[[56.99 81.83]]
6022,[[ 5.94 53.05 58.3  77.88 84.34]]
6023,[[ 2.31 13.23 22.8  53.21 54.99 95.79]]
6024,[[39.34 75.   89.73 95.89]]
6025,[[43.37 89.57]]
6026,[[20.38 31.82 73.46 79.15 91.44]]
6027,[[42.39 45.01 55.88]]
6028,[[61.21 64.34 76.09]]
6029,[[13.77 37.24 76.46]]
6030,[[45.53 47.21 58.53 95.46]]
6031,[[ 0.93  7.39  9.49 29.74]]
6032,[[ 7.81 67.55 94.03]]
6033,[[ 3.48 33.91 35.22 45.64 81.87 86.77]]
6034,[[ 6.29  9.15 41.01 52.95 61.03]]
6035,[[ 9.18 28.33 29.09]]
6036,[[41.62 47.09 57.96 71.51 75.29]]
6037,[[43.4  52.49 52.93 75.96 78.26 83.27]]
6038,[[ 7.38  9.99 18.08 20.74 30.37 95.54]]
6039,[[18.97 67.81 81.51 87.92 88.8 ]]
6040,[[19.25 27.23 41.05 49.06 89.85 96.76]]
6041,[[12.38 82.33 87.78 98.08 99.97]]
6042,[[ 8.68 10.27 69.06 70.1 ]]
6043,[[40.46 88.59]]
6044,[[11.6  23.7  37.61 57.07 79.96 83.1 ]]
6045,[[52.24 60.49]]
6046,[[ 3.38 50.66 76.38 85.41 97.82]]
6047,[[58.91 85.56 92.74 95.78]]
6048,[[30.62 47.26 70.89]]
6049,[[10.75 57.56 61.07 69.86 74.51]]
6050,[[15.66 22.78 35.51 75.89 76.1 ]]
6051,[[13.06 18.29 81.44]]
6052,[[ 0.82 14.47 23.96 40.36 86.67 95.23]]
6053,[[43.66 63.4  76.65 95.02]]
6054,[[ 0.12 67.05 87.36 87.74 94.35]]
6055,[[32.98 55.78]]
6056,[[19.15 36.51 63.11 68.27 86.91 88.96]]
6057,[[28.28 32.26]]
6058,[[39.36 59.81 64.63 64.67 68.91 78.58]]
6059,[[ 1.43 23.27 55.11 85.66]]
6060,[[ 6.45 41.57]]
6061,[[40.97 49.   57.68 64.45 79.69]]
6062,[[39.15 49.1  55.9  64.03 65.46]]
6063,[[18.6  19.92 38.29 65.14 81.94]]
6064,[[ 4.41  9.33 25.84 33.06 57.81 74.07]]
6065,[[35.3  58.41]]
6066,[[ 3.49 13.28 25.64 51.63 99.82]]
6067,[[8.000e-02 1.926e+01 6.865e+01 8.433e+01]]
6068,[[ 1.82 19.4  44.39 77.6 ]]
6069,[[38.88 39.85 61.23 78.92 90.13]]
6070,[[ 5.08 64.26 91.21]]
6071,[[12.07 37.35 74.52]]
6072,[[10.81 72.42 97.7 ]]
6073,[[51.43 79.26 79.44 81.8  91.12 99.35]]
6074,[[ 1.79 47.18]]
6075,[[20.34 49.56]]
6076,[[30.46 60.54 64.71 86.02]]
6077,[[46.54 48.16 61.07]]
6078,[[ 7.71 33.22 36.33 45.26 95.27]]
6079,[[29.19 29.67 61.2 ]]
6080,[[46.04 75.35]]
6081,[[28.29 76.35 86.8 ]]
6082,[[ 0.51  4.4  20.33 53.8  63.61 92.26]]
6083,[[14.22 33.78 43.46 49.69 63.69 92.61]]
6084,[[22.45 48.99 53.42 96.58]]
6085,[[19.26 22.54 29.52]]
6086,[[11.66 24.4  27.09 29.92 37.33 57.73]]
6087,[[27.6  36.69 37.34 88.1 ]]
6088,[[ 8.68 60.1  65.76]]
6089,[[44.68 44.91]]
6090,[[13.73 15.95 48.47]]
6091,[[35.14 59.36 80.02]]
6092,[[25.84 29.02]]
6093,[[38.59 43.41 65.7 ]]
6094,[[13.86 18.78 20.58 23.37 30.35 63.25]]
6095,[[45.74 49.65 52.54]]
6096,[[33.37 34.62 74.11]]
6097,[[35.83 41.23]]
6098,[[ 0.39 60.18 95.04]]
6099,[[14.   79.19 84.97 89.92]]
6100,[[10.76 16.95 18.37 87.95]]
6101,[[44.65 56.   89.69 95.67]]
6102,[[ 0.54  5.76 33.92 69.04 72.82]]
6103,[[58.68 80.6  82.28 83.61]]
6104,[[41.01 46.67 53.3  91.46 94.26]]
6105,[[ 8.61 29.7  39.7  45.88 84.3  96.55]]
6106,[[40.45 43.69 69.   93.77]]
6107,[[40.38 94.26 94.93]]
6108,[[83.45 87.72]]
6109,[[22.16 50.65 56.06 66.9 ]]
6110,[[26.07 38.26 48.47 55.61 98.32]]
6111,[[ 6.58 51.23 85.47 93.49]]
6112,[[15.28 45.74 56.82 69.45]]
6113,[[48.12 86.05 87.2 ]]
6114,[[24.12 32.96 70.39 75.77 82.94 89.47]]
6115,[[ 8.85 14.2  72.4  80.91]]
6116,[[23.63 29.3  44.57 68.96 70.57]]
6117,[[ 1.09  2.28  2.59 37.73 43.24 55.45]]
6118,[[64.79 76.59]]
6119,[[ 9.84 69.05 69.22 84.86]]
6120,[[13.43 43.32 49.9  63.14]]
6121,[[25.95 32.19 37.44 55.38 68.93]]
6122,[[16.08 17.65 32.71 53.46 79.11 80.27]]
6123,[[32.3  36.39 46.87 71.1  97.2 ]]
6124,[[52.42 58.25]]
6125,[[ 2.03  7.96 10.32 84.67 86.17 86.43]]
6126,[[ 9.7  13.99 20.08 28.43 51.72 78.37]]
6127,[[5.63 6.24]]
6128,[[26.46 45.72 59.74 64.18 67.84 97.16]]
6129,[[15.8  39.49 40.62 72.78 92.46 96.51]]
6130,[[31.81 37.51 51.16 57.16 74.24 92.05]]
6131,[[30.5  52.   60.43 86.97 92.82 97.09]]
6132,[[16.95 18.53 48.26 99.33]]
6133,[[41.42 55.44 94.54]]
6134,[[ 8.15 15.4  40.16 62.42 70.44]]
6135,[[13.96 18.69 57.2  88.35 90.96]]
6136,[[10.19 78.55 79.28 93.92]]
6137,[[ 3.81 14.74 25.45 26.88 67.7  97.64]]
6138,[[ 0.56 35.71 53.55]]
6139,[[30.34 44.91]]
6140,[[ 7.24  7.57 50.03 71.3  89.84]]
6141,[[52.78 67.15 70.62 88.84]]
6142,[[ 4.15 12.69 56.67 59.48]]
6143,[[25.19 41.3  74.64 87.91 90.06]]
6144,[[20.67 28.39 50.69 56.53 68.51]]
6145,[[ 6.93  9.26 18.18 42.45 58.22]]
6146,[[47.42 65.38 69.   71.25 88.6  88.63]]
6147,[[ 3.5  49.62 61.81 64.4 ]]
6148,[[93.85 98.98]]
6149,[[ 2.21 15.42]]
6150,[[ 1.82  3.66 13.88 55.87 60.06 97.48]]
6151,[[19.07 64.15]]
6152,[[15.55 16.8  59.94 85.13 85.39 96.92]]
6153,[[16.44 49.26 69.52 88.34]]
6154,[[34.54 47.47 66.18 71.93 82.2  95.89]]
6155,[[16.3  38.95 58.14 61.16 72.21 92.1 ]]
6156,[[14.76 23.51 64.52 86.54 92.81]]
6157,[[54.09 63.   66.11 66.47 68.39 69.07]]
6158,[[43.34 48.6  93.81 96.97]]
6159,[[27.72 40.72 56.36 66.7  78.13 85.19]]
6160,[[19.27 22.33 24.91 27.66 71.65 73.91]]
6161,[[13.07 60.37 66.44 80.24 97.24]]
6162,[[ 6.89 23.4  62.83 99.67]]
6163,[[39.75 61.89 74.   91.98 94.21]]
6164,[[ 5.88 31.89 80.07 88.93 95.57]]
6165,[[11.91 24.48 78.82]]
6166,[[17.92 22.   34.93 59.56 64.24]]
6167,[[19.89 24.3  39.86 81.23 85.63 96.96]]
6168,[[15.3  51.45 59.05 77.85 82.21]]
6169,[[43.99 47.49 71.55]]
6170,[[25.88 38.64 41.23]]
6171,[[73.48 84.38]]
6172,[[ 2.56 32.1  37.76 39.41 95.13]]
6173,[[ 8.25 26.52 72.99]]
6174,[[57.43 61.53 74.09 84.14]]
6175,[[ 5.6  17.18 32.6  88.53 90.11]]
6176,[[53.73 70.03 95.53]]
6177,[[ 3.38 10.13 57.31 61.32 84.01 92.44]]
6178,[[ 1.65 34.78 43.42 47.51 69.45]]
6179,[[28.73 52.73 85.75]]
6180,[[46.44 49.14]]
6181,[[ 7.62 23.3  31.11 50.94 97.28]]
6182,[[30.11 47.4  90.4 ]]
6183,[[51.29 65.21 69.17 84.23]]
6184,[[12.32 15.18 38.59]]
6185,[[ 5.23 35.   36.23 36.47]]
6186,[[ 7.16 43.45 60.25 62.05 73.53 74.17]]
6187,[[12.44 26.84 62.2  65.11]]
6188,[[51.84 68.39]]
6189,[[24.93 96.6 ]]
6190,[[58.66 66.03]]
6191,[[10.36 48.79]]
6192,[[89.12 98.69]]
6193,[[35.4  55.1  63.59 65.53 98.89]]
6194,[[34.85 39.66 81.29 99.81]]
6195,[[27.65 27.93 41.92 71.96 99.39]]
6196,[[26.65 43.21]]
6197,[[22.89 63.48]]
6198,[[41.01 46.66 95.28]]
6199,[[64.4  85.17 96.24]]
6200,[[37.84 89.76 95.79]]
6201,[[16.22 39.31 44.13 55.74 96.91 97.32]]
6202,[[ 7.37  8.7  53.31 55.57 71.8  91.28]]
6203,[[ 8.06 29.9  59.88 65.95 66.29 91.78]]
6204,[[ 1.82  6.78  7.27 61.05 81.09 83.9 ]]
6205,[[10.46 18.71 34.99 35.01 69.97 99.87]]
6206,[[42.46 87.65]]
6207,[[17.15 22.59 69.64 86.01 92.24 95.07]]
6208,[[ 9.04 37.35 62.42 83.32]]
6209,[[ 8.83 23.51 49.29 74.49 96.7  98.63]]
6210,[[15.92 26.53 27.34 33.3  44.74 58.35]]
6211,[[ 0.45 45.23 50.92 98.91]]
6212,[[27.21 50.2  95.11]]
6213,[[17.75 22.81]]
6214,[[ 6.43 13.78 64.23 69.73 81.92 91.46]]
6215,[[60.37 71.72 76.74 82.81 87.03 98.77]]
6216,[[15.64 37.05 44.72 64.4  92.05]]
6217,[[11.52 39.73 43.19 68.29 78.75 83.93]]
6218,[[34.12 68.23 83.6 ]]
6219,[[12.94 41.96 48.97 83.59]]
6220,[[35.45 37.32 40.7  47.2  77.71]]
6221,[[26.31 27.37 42.24 96.01 99.77 99.87]]
6222,[[ 6.4  24.65 32.79 92.21]]
6223,[[66.83 69.67 99.68]]
6224,[[19.56 28.15 46.88 74.16]]
6225,[[ 0.26 12.59 57.7  84.92]]
6226,[[13.42 48.46 53.74 59.02 59.07]]
6227,[[30.37 71.03]]
6228,[[59.35 99.08]]
6229,[[ 3.15 14.68 80.26]]
6230,[[24.96 68.26 86.32 94.28 99.73]]
6231,[[ 0.64 61.49]]
6232,[[35.36 42.96 45.14 62.86 65.91 95.92]]
6233,[[38.7  43.26 52.61]]
6234,[[75.85 82.72 83.34 96.27]]
6235,[[10.12 18.86 59.46 61.05 71.25 80.73]]
6236,[[ 4.23 39.77 45.27 47.32 56.94 60.63]]
6237,[[23.12 47.43 78.55]]
6238,[[74.86 75.85]]
6239,[[ 0.15 14.32 24.25 41.73 44.15 64.98]]
6240,[[ 2.08 39.09 83.84]]
6241,[[52.48 54.79 96.68]]
6242,[[11.7  96.78]]
6243,[[10.65 23.1  73.37 74.87 86.57]]
6244,[[ 2.26  2.62 13.79 54.48 60.8 ]]
6245,[[ 5.85 32.19 48.36 73.91]]
6246,[[10.5  42.06 75.31 78.81]]
6247,[[ 9.56 13.02 61.01]]
6248,[[ 2.8   9.96 29.11 43.79 45.45 52.8 ]]
6249,[[ 4.34 58.1 ]]
6250,[[33.55 73.79 83.89 91.78 95.1 ]]
6251,[[ 1.3  29.03 51.6  86.17]]
6252,[[80.64 93.55]]
6253,[[ 6.83 26.03 53.62 75.17 87.73 95.99]]
6254,[[ 1.46  3.37 14.49 41.5  96.61]]
6255,[[16.5  49.83 64.01]]
6256,[[ 6.85 30.75 85.4 ]]
6257,[[28.18 33.43 35.78 73.84]]
6258,[[17.04 24.88 49.82 52.4  84.19]]
6259,[[ 0.55 37.13 40.31 52.86 64.74 91.38]]
6260,[[2.000e-02 3.228e+01 6.864e+01 9.899e+01]]
6261,[[19.69 50.06 57.47 81.67]]
6262,[[33.25 72.55]]
6263,[[25.37 47.81 60.43 92.04]]
6264,[[29.32 58.8  82.82 93.24 97.66]]
6265,[[ 4.39 86.66]]
6266,[[ 6.1  95.07 96.26]]
6267,[[55.29 91.49 92.59 96.49]]
6268,[[50.39 54.35 80.31 83.53]]
6269,[[ 3.45 28.61 33.16 88.96 97.18]]
6270,[[33.46 58.4 ]]
6271,[[ 4.42 42.04 63.14 83.93]]
6272,[[46.15 53.81 90.25]]
6273,[[ 3.41 10.24 74.89 84.43 93.03]]
6274,[[ 4.96 12.46 18.57 44.82 56.33]]
6275,[[66.96 78.74]]
6276,[[29.78 38.24 53.01 89.42]]
6277,[[37.32 39.78 43.42 52.79 71.19]]
6278,[[41.83 86.9 ]]
6279,[[59.04 81.96]]
6280,[[11.31 22.77 50.5  71.18 79.22]]
6281,[[35.06 38.58 79.59]]
6282,[[69.87 83.51 87.49]]
6283,[[13.64 53.54 86.08]]
6284,[[21.91 28.89 43.54 63.76 86.24]]
6285,[[13.67 45.7  72.64]]
6286,[[42.28 48.66 55.64 65.11 90.96]]
6287,[[ 6.15 41.55 51.38]]
6288,[[60.56 85.34]]
6289,[[12.73 97.74]]
6290,[[ 0.17  6.14 41.89]]
6291,[[20.64 33.69 49.18 63.43 72.67]]
6292,[[37.26 63.21 80.18 91.37]]
6293,[[ 6.27 24.52]]
6294,[[13.44 33.42]]
6295,[[ 4.06 53.67 81.66 99.06]]
6296,[[45.32 71.03 76.4  96.96]]
6297,[[32.91 70.7 ]]
6298,[[13.29 29.02 45.07 62.67 64.03 79.54]]
6299,[[30.67 37.35 53.17 91.94]]
6300,[[12.   38.98 48.73 54.22 83.93]]
6301,[[16.48 23.75 93.1 ]]
6302,[[24.01 35.45]]
6303,[[32.18 37.32 97.41]]
6304,[[26.58 38.2  47.56 66.94]]
6305,[[ 3.97 23.06 89.46 93.37 96.23]]
6306,[[22.88 57.35 65.71 93.84]]
6307,[[ 3.11 30.95 69.3  74.52]]
6308,[[16.77 48.84 75.08]]
6309,[[13.31 27.53 28.06 73.3  77.21]]
6310,[[11.84 56.78 89.9 ]]
6311,[[ 3.94 23.58 42.2 ]]
6312,[[44.59 50.35 62.4  77.29]]
6313,[[11.82 26.35 36.41 42.19 68.43]]
6314,[[ 3.52 29.59 39.95 72.1 ]]
6315,[[21.42 21.88 27.27 75.33 80.93 97.45]]
6316,[[ 8.52 12.33 13.99 15.08 26.52]]
6317,[[17.18 44.48 76.67]]
6318,[[54.51 67.18 75.56 76.94 85.57]]
6319,[[27.71 60.01 88.94]]
6320,[[ 0.38 10.83 58.36]]
6321,[[15.42 63.5  85.04]]
6322,[[21.92 28.99 88.98]]
6323,[[28.12 43.62 47.2  66.22 72.27 76.56]]
6324,[[ 4.11 10.33 23.65 61.  ]]
6325,[[21.01 31.46 31.78 53.95]]
6326,[[36.59 83.01]]
6327,[[21.51 61.84 81.73]]
6328,[[49.05 64.62]]
6329,[[32.31 42.03 52.09 69.65 90.14 96.36]]
6330,[[14.   29.93 38.74 47.47 60.65 73.51]]
6331,[[16.06 27.15 53.31 58.39 58.79 76.01]]
6332,[[35.38 46.47 81.72 88.67]]
6333,[[ 8.36 26.39 47.05 82.69 99.68]]
6334,[[53.34 69.07 94.28 94.99]]
6335,[[59.23 63.93 64.09]]
6336,[[ 1.65 21.58 38.93 46.78 85.59]]
6337,[[16.42 41.27 69.41]]
6338,[[ 1.36 11.65 30.91 81.87]]
6339,[[ 4.58 44.16 52.98 55.76 63.36 69.54]]
6340,[[ 6.   31.85 46.91 95.28 96.1 ]]
6341,[[23.82 26.55 43.71 46.02 47.04]]
6342,[[45.13 79.33 92.82]]
6343,[[ 9.87 44.81 72.26 91.35]]
6344,[[28.18 65.04 78.62 79.16 83.21 92.57]]
6345,[[56.51 56.75 61.54 74.34 74.79 88.16]]
6346,[[63.56 79.31]]
6347,[[11.87 30.23 35.58 39.76 42.77 88.95]]
6348,[[ 0.38 20.72 25.47 33.81 67.01]]
6349,[[48.54 60.54]]
6350,[[33.25 39.96 49.04 55.56 80.28 91.51]]
6351,[[22.6  36.25 53.52]]
6352,[[ 4.13 18.63 37.16 61.22 62.5  77.29]]
6353,[[ 6.12 19.99 41.85 60.14 88.23]]
6354,[[ 1.3   8.74 55.19 96.94]]
6355,[[ 4.78 23.12 52.79 61.97 76.8 ]]
6356,[[84.72 94.47]]
6357,[[41.52 74.43 77.18 96.86]]
6358,[[ 8.07 18.84 24.09 26.12]]
6359,[[ 3.13 25.2  29.6  81.43 85.79 86.23]]
6360,[[11.98 80.35 83.92]]
6361,[[62.83 70.66]]
6362,[[75.82 91.75]]
6363,[[20.25 21.42 61.36]]
6364,[[49.87 58.21 60.78 62.42 79.57 93.64]]
6365,[[17.53 37.55 55.85 58.18]]
6366,[[32.35 41.21 51.28 60.42 87.57 95.08]]
6367,[[ 0.56  8.51 51.42 56.99 75.05 95.54]]
6368,[[25.16 80.52]]
6369,[[ 5.71 10.42 37.34 80.75]]
6370,[[ 6.63  7.33 10.06 33.77 88.45 95.67]]
6371,[[20.56 59.27 65.31]]
6372,[[ 6.72 17.27 22.79 65.17 94.39]]
6373,[[ 2.84 48.33 82.94]]
6374,[[ 2.55  4.9  11.21 38.74 87.06 97.92]]
6375,[[ 3.07 52.55 59.59]]
6376,[[ 8.5  12.18 33.   63.12]]
6377,[[14.04 22.18 36.27 64.19 74.64 90.69]]
6378,[[ 3.   15.27 38.32 71.31 91.96]]
6379,[[24.12 74.67]]
6380,[[ 7.7  18.43 70.39 72.89 79.15 87.03]]
6381,[[17.18 61.18 94.39]]
6382,[[ 3.3   6.76 82.11]]
6383,[[20.14 35.16 35.79 70.93 93.03]]
6384,[[14.1  15.55 68.46]]
6385,[[10.3  12.02 15.77 33.   67.28]]
6386,[[ 5.99 90.97]]
6387,[[ 4.42  5.05  8.95 10.6  32.89 98.12]]
6388,[[11.35 18.68 40.98 48.23 87.73]]
6389,[[ 9.45 54.17 64.9  75.63 77.4 ]]
6390,[[31.23 36.66]]
6391,[[27.15 34.88 45.95 49.81 84.95 85.07]]
6392,[[ 2.61 27.41 79.01 84.64 92.01]]
6393,[[11.04 74.18]]
6394,[[28.04 33.22 62.85]]
6395,[[61.82 77.22]]
6396,[[ 6.19 30.37 31.05 95.81]]
6397,[[31.03 59.27 69.21 94.89]]
6398,[[49.29 64.18 64.54 70.4  92.92]]
6399,[[25.82 36.79]]
6400,[[ 0.57  5.67 23.47 73.25 78.81 96.28]]
6401,[[13.02 17.67 26.   62.97]]
6402,[[12.77 60.77 71.65 84.28]]
6403,[[ 1.28 22.46 44.03 57.34 85.8  87.13]]
6404,[[12.3  12.34 16.93 69.61]]
6405,[[ 7.34 31.06 46.   81.57 83.37]]
6406,[[43.65 98.41]]
6407,[[15.97 51.45 62.02 86.31]]
6408,[[61.03 71.1 ]]
6409,[[2.21 8.84]]
6410,[[18.83 32.94 76.12]]
6411,[[53.15 76.23]]
6412,[[23.04 29.51 59.08 65.06]]
6413,[[ 2.22  2.81  7.23 47.74 64.26 69.74]]
6414,[[23.36 54.77]]
6415,[[48.04 76.97 94.2 ]]
6416,[[58.17 76.86]]
6417,[[36.23 39.45 46.03 67.41 97.73 99.37]]
6418,[[12.34 89.07]]
6419,[[ 3.65 28.58 30.41 41.77 48.33 75.06]]
6420,[[ 1.67 26.11 35.47]]
6421,[[73.78 95.14]]
6422,[[ 5.04 38.45 93.02]]
6423,[[22.18 69.82]]
6424,[[ 9.6  13.04 22.   52.01 55.46 63.39]]
6425,[[ 7.95 15.79 30.63 61.04 95.15]]
6426,[[13.81 16.14 55.6 ]]
6427,[[13.81 28.99 54.34 92.61 98.57]]
6428,[[ 4.6  28.03 32.74 43.75 59.62]]
6429,[[35.47 82.86 91.15 99.78]]
6430,[[ 6.6  36.11]]
6431,[[ 8.92 25.13 55.68 57.58 95.24]]
6432,[[ 3.11 20.1  60.31 61.2  69.   83.87]]
6433,[[ 6.53 19.57 36.14 42.26 56.11]]
6434,[[16.42 16.57 49.88 71.06]]
6435,[[33.11 69.44]]
6436,[[55.47 76.24]]
6437,[[30.59 35.85 48.25 55.25 63.7  89.17]]
6438,[[23.2  72.39]]
6439,[[47.48 72.36]]
6440,[[ 6.31 47.4  60.76 61.58 91.04]]
6441,[[ 7.36 16.04 32.11 43.52 75.21]]
6442,[[23.5  35.86 44.34 88.53]]
6443,[[ 4.74 39.26 43.72]]
6444,[[25.67 95.12]]
6445,[[ 0.41 21.4  26.21 70.37]]
6446,[[ 3.25 27.09 76.16 76.84 85.88]]
6447,[[18.73 31.52 33.4  50.77]]
6448,[[ 3.12 10.73 44.6  50.66 52.82 89.04]]
6449,[[ 4.63  9.86 64.06 98.16]]
6450,[[41.58 57.79 72.87 74.11]]
6451,[[ 4.17 10.1  13.05 17.33 70.55 73.94]]
6452,[[ 9.54 47.49 63.45 74.4  81.12 88.38]]
6453,[[ 6.87 42.23 54.83]]
6454,[[42.77 56.   60.07 81.98 86.61]]
6455,[[30.47 44.12 46.98 57.54]]
6456,[[75.68 95.31]]
6457,[[22.09 50.22 56.4  60.76 92.91]]
6458,[[18.17 25.66 33.11 45.18 45.42 90.39]]
6459,[[ 9.03 51.31 56.16 74.79 80.1 ]]
6460,[[61.04 72.14 80.75 96.42 96.5 ]]
6461,[[23.83 94.25 94.49]]
6462,[[11.09 53.49 63.66]]
6463,[[23.32 49.03]]
6464,[[5.000e-02 3.880e+00 4.086e+01 5.199e+01 7.262e+01 8.924e+01]]
6465,[[ 1.3   7.9  49.16 72.32]]
6466,[[ 4.36 11.3  33.11 73.45 94.35]]
6467,[[11.42 62.16 63.46 83.84 95.88]]
6468,[[12.16 22.08 37.71 46.7  49.55 58.62]]
6469,[[30.54 46.99 67.88 94.36]]
6470,[[ 1.08 59.85 87.04]]
6471,[[ 1.48 35.29 51.48 52.9  55.73 72.34]]
6472,[[18.22 80.96]]
6473,[[68.32 96.65]]
6474,[[ 9.35 59.07 67.66 86.19]]
6475,[[ 7.57 31.91 39.84 47.86 61.32 79.42]]
6476,[[ 2.61 34.04 99.8 ]]
6477,[[16.94 80.07 88.66]]
6478,[[41.54 69.85 74.33]]
6479,[[27.06 36.04]]
6480,[[69.15 71.49 81.99]]
6481,[[32.8  36.31 87.48]]
6482,[[37.51 69.97]]
6483,[[ 0.13 36.91 44.03 72.06 84.5  90.08]]
6484,[[ 3.49 27.97]]
6485,[[11.25 19.16 47.07 87.46 97.81]]
6486,[[26.7  98.84]]
6487,[[ 9.78 19.59 85.09]]
6488,[[32.1  43.02 65.96 69.92 71.23 90.09]]
6489,[[32.33 48.34]]
6490,[[20.42 22.28 38.01 80.73 85.75]]
6491,[[13.97 29.49 48.13 55.27 62.47 72.02]]
6492,[[ 5.08 45.32 50.56 65.43]]
6493,[[40.43 98.23]]
6494,[[ 1.91 62.25 83.6 ]]
6495,[[ 5.69  7.65 12.71 24.37 49.16 59.02]]
6496,[[ 7.96 17.3  17.58 29.86 41.16]]
6497,[[33.14 92.35]]
6498,[[ 2.9  11.42 15.39 97.22]]
6499,[[80.54 87.47]]
6500,[[10.1  30.1  47.52 81.77 93.59 99.19]]
6501,[[19.45 24.26 57.   68.3  81.39 87.86]]
6502,[[ 3.61 19.77 65.34 70.34 73.98 89.67]]
6503,[[ 1.88  3.97 23.1  46.8 ]]
6504,[[17.92 44.27]]
6505,[[11.08 32.08 38.14 60.86 85.14 89.82]]
6506,[[31.56 47.63 57.51 84.69 90.08]]
6507,[[36.44 53.32 59.3  77.5  95.84]]
6508,[[19.44 44.22 70.35]]
6509,[[ 9.56 98.3 ]]
6510,[[ 5.02 14.65 39.54]]
6511,[[66.65 82.69 84.33]]
6512,[[10.56 18.32 28.02 58.31 91.  ]]
6513,[[31.37 61.62 68.52 84.54 88.02 93.11]]
6514,[[21.81 23.95 59.08]]
6515,[[74.68 75.46 80.61]]
6516,[[28.87 29.67 37.99 41.71 42.48 72.1 ]]
6517,[[12.29 73.22 77.91 79.04]]
6518,[[26.71 42.63 46.89 81.15]]
6519,[[18.29 60.02]]
6520,[[ 5.25 13.18 28.68 81.43 95.3 ]]
6521,[[ 7.95 16.25 62.69 71.9  87.54]]
6522,[[35.69 42.74 57.54 72.8 ]]
6523,[[40.19 43.47 56.98 72.57 75.22 79.92]]
6524,[[27.82 38.78 62.69 78.2 ]]
6525,[[26.22 76.27 99.35]]
6526,[[47.2  63.65 83.67 84.55 84.92 93.41]]
6527,[[42.87 60.86 68.91 81.79]]
6528,[[20.62 95.91]]
6529,[[31.49 72.53]]
6530,[[23.69 94.26]]
6531,[[46.72 85.61 98.65]]
6532,[[17.64 32.55 63.72 78.48]]
6533,[[18.95 56.12 56.93]]
6534,[[29.13 46.76 63.1  74.24 75.47 76.48]]
6535,[[ 9.59 55.49 56.75 57.17]]
6536,[[27.28 61.59]]
6537,[[15.06 72.69]]
6538,[[45.86 68.98 74.83 76.11]]
6539,[[14.42 32.85 53.59 80.26 89.86 91.22]]
6540,[[24.72 80.47]]
6541,[[10.38 74.15]]
6542,[[26.76 45.43 51.94 64.91 91.62]]
6543,[[18.16 31.43 58.03 83.99]]
6544,[[23.16 29.85 60.14 62.47 66.83 88.76]]
6545,[[12.92 15.91 18.5  64.67 76.31 79.96]]
6546,[[18.83 32.82 57.89 78.15]]
6547,[[59.25 64.14]]
6548,[[20.99 40.88 63.58 90.98]]
6549,[[ 3.23  9.22  9.93 20.86 35.61 64.4 ]]
6550,[[25.38 60.21 64.33 76.68 80.74]]
6551,[[79.24 81.61]]
6552,[[13.73 14.49 28.2  67.76]]
6553,[[14.55 26.31 29.89 41.8  77.5 ]]
6554,[[23.63 34.05 56.04]]
6555,[[ 2.53 20.73 21.94 25.75 91.13 96.99]]
6556,[[ 0.53 18.54 38.84 66.35 85.9 ]]
6557,[[18.29 32.84 53.65 76.84 88.84]]
6558,[[ 6.93 27.81 83.89]]
